,Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,Player Name
,Zy Wright,Abilene Christian,HOME,Nebraska Omaha,Summit,0,0,Bench,0,7,1,1,0,0,0,0,1,0,0,0,0,1,2,0,27.277,0,28.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-4.5,1,0,"1,025",0,FALSE, , , , , , , , , , , , , , , , 
Air Force,,,,,,,,,25,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,25,891,106,237,36,100,56,99,24,90,56,36,57,75,304,8
,A.J. Patterson,Air Force,HOME,Alabama St.,SWAC,0,0,Bench,0,7,0,0,0,0,0,0,0,0,2,0,1,0,0,0,28.14,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.5,1,0,"1,025",0,FALSE, , , , , , , , , , , , , , , , 
,Caleb Walker,Air Force,AWAY,Belmont,Missouri Valley,0,0,Starter,1,26,4,5,0,0,4,4,3,1,2,2,2,2,12,0,21.527,0,5.743,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-16,14.5,0,0,"1,715",0,TRUE,1,26,4,5,0,0,4,4,3,1,2,2,2,2,12,Caleb Walker
,Caleb Walker,Air Force,HOME,Austin Peay,ASUN,0,0,Starter,1,10,0,0,0,0,0,2,0,3,0,0,3,0,0,0,16.897,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,1.5,0,0,"1,374",0,TRUE,1,10,0,0,0,0,0,2,0,3,0,0,3,0,0,Caleb Walker
,Caleb Walker,Air Force,HOME,LIU,NEC,0,0,Starter,1,20,0,1,0,0,1,2,0,1,0,0,1,1,1,0,9.752,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4,4.5,1,0,"1,089",0,TRUE,1,20,0,1,0,0,1,2,0,1,0,0,1,1,1,Caleb Walker
,Caleb Walker,Air Force,HOME,Alabama St.,SWAC,0,0,Bench,0,32,6,6,0,0,5,10,3,9,1,1,2,0,17,0,28.14,0,5.743,2,1,0,0,1,0,0,1,1,0,0,0,1,0,2,-1.5,1,0,"1,025",0,TRUE,0,32,6,6,0,0,5,10,3,9,1,1,2,0,17,Caleb Walker
,Caleb Walker,Air Force,HOME,Miami OH,MAC,0,0,Bench,0,25,6,8,0,0,5,12,0,5,1,1,2,3,17,0,15.433,0,5.743,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-15,9.5,0,0,"1,117",0,TRUE,0,25,6,8,0,0,5,12,0,5,1,1,2,3,17,Caleb Walker
,Eli Robinson,Air Force,AWAY,Belmont,Missouri Valley,0,0,Starter,1,32,5,6,0,0,1,2,0,7,1,1,2,4,11,0,21.527,0,5.743,1,0,0,0,0,0,0,1,0,0,0,1,1,0,-16,14.5,0,0,"1,715",0,TRUE,1,32,5,6,0,0,1,2,0,7,1,1,2,4,11,Eli Robinson
,Eli Robinson,Air Force,HOME,Austin Peay,ASUN,0,0,Starter,1,33,3,6,0,2,3,4,4,6,2,4,3,3,9,0,16.897,0,5.743,1,0,0,0,0,0,0,1,1,1,0,0,1,0,-20,1.5,0,0,"1,374",0,TRUE,1,33,3,6,0,2,3,4,4,6,2,4,3,3,9,Eli Robinson
,Eli Robinson,Air Force,HOME,Alabama St.,SWAC,0,0,Starter,1,24,2,4,1,1,0,0,0,1,3,1,3,2,5,0,28.14,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-1.5,1,0,"1,025",0,TRUE,1,24,2,4,1,1,0,0,0,1,3,1,3,2,5,Eli Robinson
,Eli Robinson,Air Force,HOME,LIU,NEC,0,0,Starter,1,38,6,10,1,1,3,4,1,3,2,2,1,3,16,0,9.752,0,5.743,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-4,4.5,1,0,"1,089",0,TRUE,1,38,6,10,1,1,3,4,1,3,2,2,1,3,16,Eli Robinson
,Eli Robinson,Air Force,HOME,Miami OH,MAC,0,0,Starter,1,40,5,9,1,1,2,2,0,4,5,2,2,2,13,0,15.433,0,5.743,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-15,9.5,0,0,"1,117",0,TRUE,1,40,5,9,1,1,2,2,0,4,5,2,2,2,13,Eli Robinson
,Ethan Greenberg,Air Force,AWAY,Belmont,Missouri Valley,0,0,Starter,1,20,2,3,1,2,0,0,1,2,1,1,3,1,5,0,21.527,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-16,14.5,0,0,"1,715",0,TRUE,1,20,2,3,1,2,0,0,1,2,1,1,3,1,5,Ethan Greenberg
,Ethan Greenberg,Air Force,HOME,Austin Peay,ASUN,0,0,Starter,1,31,7,12,6,10,1,3,0,2,0,1,1,3,21,0,16.897,0,5.743,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-20,1.5,0,0,"1,374",0,TRUE,1,31,7,12,6,10,1,3,0,2,0,1,1,3,21,Ethan Greenberg
,Ethan Greenberg,Air Force,HOME,Alabama St.,SWAC,0,0,Starter,1,38,4,8,3,5,2,2,0,0,1,0,4,4,13,0,28.14,0,5.743,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,-1.5,1,0,"1,025",0,TRUE,1,38,4,8,3,5,2,2,0,0,1,0,4,4,13,Ethan Greenberg
,Ethan Greenberg,Air Force,HOME,LIU,NEC,0,0,Starter,1,30,2,7,1,4,1,3,0,1,2,1,2,4,6,0,9.752,0,5.743,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-4,4.5,1,0,"1,089",0,TRUE,1,30,2,7,1,4,1,3,0,1,2,1,2,4,6,Ethan Greenberg
,Ethan Greenberg,Air Force,HOME,Miami OH,MAC,0,0,Starter,1,32,0,3,0,1,0,0,0,3,2,4,1,1,0,0,15.433,0,5.743,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-15,9.5,0,0,"1,117",0,TRUE,1,32,0,3,0,1,0,0,0,3,2,4,1,1,0,Ethan Greenberg
,Josh Gatete,Air Force,AWAY,Belmont,Missouri Valley,0,0,Bench,0,10,0,0,0,0,0,0,1,0,0,1,1,1,0,0,21.527,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,14.5,0,0,"1,715",0,FALSE, , , , , , , , , , , , , , , , 
,Josh Gatete,Air Force,HOME,Austin Peay,ASUN,0,0,Bench,0,10,0,3,0,1,0,0,0,2,3,3,1,2,0,0,16.897,0,5.743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-20,1.5,0,0,"1,374",0,FALSE, , , , , , , , , , , , , , , , 
,Josh Gatete,Air Force,HOME,LIU,NEC,0,0,Bench,0,7,0,0,0,0,0,0,1,0,0,0,5,1,0,0,9.752,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4.5,1,0,"1,089",0,FALSE, , , , , , , , , , , , , , , , 
,Justin Hinds,Air Force,AWAY,Belmont,Missouri Valley,0,0,Bench,0,8,0,0,0,0,0,0,0,1,2,2,0,1,0,0,21.527,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,14.5,0,0,"1,715",0,FALSE, , , , , , , , , , , , , , , , 
,Justin Hinds,Air Force,HOME,Alabama St.,SWAC,0,0,Bench,0,5,0,0,0,0,0,0,0,1,1,0,1,2,0,0,28.14,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.5,1,0,"1,025",0,FALSE, , , , , , , , , , , , , , , , 
,Justin Hinds,Air Force,HOME,LIU,NEC,0,0,Bench,0,8,1,2,1,1,0,0,0,2,0,1,1,3,3,0,9.752,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4.5,1,0,"1,089",0,FALSE, , , , , , , , , , , , , , , , 
,Kam Sanders,Air Force,AWAY,Belmont,Missouri Valley,0,0,Starter,1,31,6,13,4,7,2,3,1,4,7,1,4,3,18,0,21.527,0,5.743,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-16,14.5,0,0,"1,715",0,TRUE,1,31,6,13,4,7,2,3,1,4,7,1,4,3,18,Kam Sanders
,Kam Sanders,Air Force,HOME,Austin Peay,ASUN,0,0,Starter,1,34,2,10,1,6,3,4,1,4,2,2,2,4,8,0,16.897,0,5.743,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-20,1.5,0,0,"1,374",0,TRUE,1,34,2,10,1,6,3,4,1,4,2,2,2,4,8,Kam Sanders
,Kam Sanders,Air Force,HOME,Alabama St.,SWAC,0,0,Starter,1,33,2,9,1,5,2,4,0,0,6,1,1,4,7,0,28.14,0,5.743,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,-1.5,1,0,"1,025",0,TRUE,1,33,2,9,1,5,2,4,0,0,6,1,1,4,7,Kam Sanders
,Kam Sanders,Air Force,HOME,LIU,NEC,0,0,Starter,1,29,5,13,2,6,6,8,0,1,0,1,0,2,18,0,9.752,0,5.743,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-4,4.5,1,0,"1,089",0,TRUE,1,29,5,13,2,6,6,8,0,1,0,1,0,2,18,Kam Sanders
,Kam Sanders,Air Force,HOME,Miami OH,MAC,0,0,Starter,1,31,1,9,0,4,4,4,0,4,3,3,3,1,6,0,15.433,0,5.743,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-15,9.5,0,0,"1,117",0,TRUE,1,31,1,9,0,4,4,4,0,4,3,3,3,1,6,Kam Sanders
,Kolby Gilles,Air Force,AWAY,Belmont,Missouri Valley,0,0,Bench,0,11,1,1,0,0,0,0,1,1,0,0,3,1,2,0,21.527,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,14.5,0,0,"1,715",0,FALSE, , , , , , , , , , , , , , , , 
,Kolby Gilles,Air Force,HOME,Austin Peay,ASUN,0,0,Bench,0,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,16.897,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,1.5,0,0,"1,374",0,FALSE, , , , , , , , , , , , , , , , 
,Kolby Gilles,Air Force,HOME,Alabama St.,SWAC,0,0,Bench,0,13,1,2,0,0,2,2,0,0,0,0,3,0,4,0,28.14,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.5,1,0,"1,025",0,FALSE, , , , , , , , , , , , , , , , 
,Kolby Gilles,Air Force,HOME,LIU,NEC,0,0,Bench,0,5,0,0,0,0,1,2,1,0,1,0,1,3,1,0,9.752,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4.5,1,0,"1,089",0,FALSE, , , , , , , , , , , , , , , , 
,Kolby Gilles,Air Force,HOME,Miami OH,MAC,0,0,Bench,0,8,1,2,0,1,0,0,0,1,0,0,0,0,2,0,15.433,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,9.5,0,0,"1,117",0,FALSE, , , , , , , , , , , , , , , , 
,Kyle Marshall,Air Force,AWAY,Belmont,Missouri Valley,0,0,Bench,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,21.527,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,14.5,0,0,"1,715",0,TRUE,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,Kyle Marshall
,Kyle Marshall,Air Force,HOME,Austin Peay,ASUN,0,0,Bench,0,18,2,4,0,0,0,3,1,3,1,1,0,2,4,0,16.897,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,1.5,0,0,"1,374",0,TRUE,0,18,2,4,0,0,0,3,1,3,1,1,0,2,4,Kyle Marshall
,Kyle Marshall,Air Force,HOME,LIU,NEC,0,0,Bench,0,23,4,9,0,1,0,0,1,2,7,1,0,3,8,0,9.752,0,5.743,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-4,4.5,1,0,"1,089",0,TRUE,0,23,4,9,0,1,0,0,1,2,7,1,0,3,8,Kyle Marshall
,Kyle Marshall,Air Force,HOME,Miami OH,MAC,0,0,Bench,0,16,1,4,0,1,0,0,0,1,0,0,1,0,2,0,15.433,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,9.5,0,0,"1,117",0,TRUE,0,16,1,4,0,1,0,0,0,1,0,0,1,0,2,Kyle Marshall
,Lucas Hobin,Air Force,HOME,Alabama St.,SWAC,0,0,Starter,1,39,6,13,4,10,4,4,1,1,1,1,1,0,20,0,28.14,0,5.743,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,-1.5,1,0,"1,025",0,TRUE,1,39,6,13,4,10,4,4,1,1,1,1,1,0,20,Lucas Hobin
,Lucas Hobin,Air Force,HOME,Miami OH,MAC,0,0,Starter,1,31,5,12,4,9,2,2,0,4,1,0,2,4,16,0,15.433,0,5.743,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-15,9.5,0,0,"1,117",0,TRUE,1,31,5,12,4,9,2,2,0,4,1,0,2,4,16,Lucas Hobin
,Lucas Hobin,Air Force,AWAY,Belmont,Missouri Valley,0,0,Bench,0,20,3,10,3,8,0,0,0,2,0,1,1,1,9,0,21.527,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-16,14.5,0,0,"1,715",0,TRUE,0,20,3,10,3,8,0,0,0,2,0,1,1,1,9,Lucas Hobin
,Lucas Hobin,Air Force,HOME,Austin Peay,ASUN,0,0,Bench,0,17,1,6,0,2,0,0,3,0,0,0,3,2,2,0,16.897,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,1.5,0,0,"1,374",0,TRUE,0,17,1,6,0,2,0,0,3,0,0,0,3,2,2,Lucas Hobin
,Lucas Hobin,Air Force,HOME,LIU,NEC,0,0,Bench,0,9,2,5,1,3,1,2,0,0,1,1,0,1,6,0,9.752,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4.5,1,0,"1,089",0,TRUE,0,9,2,5,1,3,1,2,0,0,1,1,0,1,6,Lucas Hobin
,Wesley Celichowski,Air Force,AWAY,Belmont,Missouri Valley,0,0,Starter,1,33,3,9,0,4,0,0,0,3,2,0,1,5,6,0,21.527,0,5.743,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-16,14.5,0,0,"1,715",0,TRUE,1,33,3,9,0,4,0,0,0,3,2,0,1,5,6,Wesley Celichowski
,Wesley Celichowski,Air Force,HOME,Austin Peay,ASUN,0,0,Starter,1,34,4,9,1,4,1,8,2,4,2,2,3,4,10,0,16.897,0,5.743,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-20,1.5,0,0,"1,374",0,TRUE,1,34,4,9,1,4,1,8,2,4,2,2,3,4,10,Wesley Celichowski
,Wesley Celichowski,Air Force,HOME,Alabama St.,SWAC,0,0,Starter,1,9,0,0,0,0,0,1,0,3,0,0,1,3,0,0,28.14,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.5,1,0,"1,025",0,TRUE,1,9,0,0,0,0,0,1,0,3,0,0,1,3,0,Wesley Celichowski
,Wesley Celichowski,Air Force,HOME,LIU,NEC,0,0,Starter,1,31,5,11,1,2,2,4,0,3,0,0,1,3,13,0,9.752,0,5.743,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-4,4.5,1,0,"1,089",0,TRUE,1,31,5,11,1,2,2,4,0,3,0,0,1,3,13,Wesley Celichowski
,Wesley Celichowski,Air Force,HOME,Miami OH,MAC,0,0,Starter,1,13,2,3,0,1,1,2,1,2,0,0,1,0,5,0,15.433,0,5.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,9.5,0,0,"1,117",0,TRUE,1,13,2,3,0,1,1,2,1,2,0,0,1,0,5,Wesley Celichowski
Akron,,,,,,,,,15,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,15,497,81,177,34,87,42,55,33,60,38,20,12,37,238,8
,Amani Lyles,Akron,AWAY,Purdue,Big Ten,0,0,Starter,1,22,3,7,2,5,0,0,1,2,1,2,0,0,8,0,78.697,0,45.996,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-18,18.5,0,0,(not listed),0,TRUE,1,22,3,7,2,5,0,0,1,2,1,2,0,0,8,Amani Lyles
,Amani Lyles,Akron,HOME,Princeton,Ivy,0,0,Starter,1,20,4,5,0,0,8,9,0,6,1,2,1,2,16,0,38.911,0,45.996,1,0,0,0,0,0,0,0,0,1,0,0,1,0,35,-13.5,0,0,"1,502",0,TRUE,1,20,4,5,0,0,8,9,0,6,1,2,1,2,16,Amani Lyles
,Amani Lyles,Akron,NEUTRAL,James Madison,Sun Belt,0,0,Starter,1,28,8,13,1,3,5,6,2,6,0,1,2,2,22,0,33.861,0,45.996,1,0,0,0,0,0,1,1,0,0,0,0,1,1,14,-8.5,0,0,"2,461",0,TRUE,1,28,8,13,1,3,5,6,2,6,0,1,2,2,22,Amani Lyles
,Bowen Hardman,Akron,AWAY,Purdue,Big Ten,0,0,Bench,0,17,2,4,2,4,0,0,2,1,2,0,0,1,6,0,78.697,0,45.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,18.5,0,0,(not listed),0,TRUE,0,17,2,4,2,4,0,0,2,1,2,0,0,1,6,Bowen Hardman
,Bowen Hardman,Akron,HOME,Princeton,Ivy,0,0,Bench,0,17,2,6,2,5,0,0,1,2,0,0,2,1,6,0,38.911,0,45.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-13.5,0,0,"1,502",0,TRUE,0,17,2,6,2,5,0,0,1,2,0,0,2,1,6,Bowen Hardman
,Bowen Hardman,Akron,NEUTRAL,James Madison,Sun Belt,0,0,Bench,0,18,1,6,1,6,4,5,0,1,0,0,0,1,7,0,33.861,0,45.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-8.5,0,0,"2,461",0,TRUE,0,18,1,6,1,6,4,5,0,1,0,0,0,1,7,Bowen Hardman
,Eric Mahaffey,Akron,AWAY,Purdue,Big Ten,0,0,Starter,1,23,4,7,2,2,0,2,2,4,1,0,0,1,10,0,78.697,0,45.996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-18,18.5,0,0,(not listed),0,TRUE,1,23,4,7,2,2,0,2,2,4,1,0,0,1,10,Eric Mahaffey
,Eric Mahaffey,Akron,HOME,Princeton,Ivy,0,0,Starter,1,19,5,8,2,5,2,2,2,7,1,1,0,0,14,0,38.911,0,45.996,1,0,0,0,1,0,0,1,1,0,0,0,0,0,35,-13.5,0,0,"1,502",0,TRUE,1,19,5,8,2,5,2,2,2,7,1,1,0,0,14,Eric Mahaffey
,Eric Mahaffey,Akron,NEUTRAL,James Madison,Sun Belt,0,0,Starter,1,21,2,5,0,1,0,0,0,5,1,0,0,3,4,0,33.861,0,45.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,-8.5,0,0,"2,461",0,TRUE,1,21,2,5,0,1,0,0,0,5,1,0,0,3,4,Eric Mahaffey
,Evan Mahaffey,Akron,AWAY,Purdue,Big Ten,0,0,Starter,1,25,4,8,1,2,3,5,5,1,0,2,1,2,12,0,78.697,0,45.996,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-18,18.5,0,0,(not listed),0,TRUE,1,25,4,8,1,2,3,5,5,1,0,2,1,2,12,Evan Mahaffey
,Evan Mahaffey,Akron,HOME,Princeton,Ivy,0,0,Starter,1,24,6,8,1,1,1,2,1,4,4,1,0,1,14,0,38.911,0,45.996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35,-13.5,0,0,"1,502",0,TRUE,1,24,6,8,1,1,1,2,1,4,4,1,0,1,14,Evan Mahaffey
,Evan Mahaffey,Akron,NEUTRAL,James Madison,Sun Belt,0,0,Starter,1,30,2,7,0,2,0,0,4,2,6,4,2,2,4,0,33.861,0,45.996,0,0,0,0,0,0,0,0,1,1,1,0,1,0,14,-8.5,0,0,"2,461",0,TRUE,1,30,2,7,0,2,0,0,4,2,6,4,2,2,4,Evan Mahaffey
